,id,prices,market_caps,total_volumes
40,basic-attention-token,"[1620086400000, 1.2935439746739168]","[1620086400000, 1937307460.7612891]","[1620086400000, 382349448.105194]"
41,basic-attention-token,"[1620172800000, 1.1736572870979722]","[1620172800000, 1774150545.249501]","[1620172800000, 389302477.17883205]"
42,basic-attention-token,"[1620259200000, 1.3664832840249161]","[1620259200000, 2046609256.4304295]","[1620259200000, 469318432.74430245]"
43,basic-attention-token,"[1620345600000, 1.4044210793185448]","[1620345600000, 2093600447.2359912]","[1620345600000, 590194740.2662593]"
44,basic-attention-token,"[1620432000000, 1.4057129357516336]","[1620432000000, 2097488833.3416753]","[1620432000000, 769261636.4269719]"
45,basic-attention-token,"[1620518400000, 1.4199194335867042]","[1620518400000, 2120526167.195834]","[1620518400000, 498671671.93741673]"
46,basic-attention-token,"[1620604800000, 1.414779486510529]","[1620604800000, 2105838514.9602623]","[1620604800000, 439416001.43280315]"
47,basic-attention-token,"[1620691200000, 1.314944521971142]","[1620691200000, 1970713633.5426934]","[1620691200000, 500753692.9201956]"
48,basic-attention-token,"[1620777600000, 1.3827197649927987]","[1620777600000, 2065153034.8192694]","[1620777600000, 420064694.84895456]"
49,basic-attention-token,"[1620864000000, 1.227322138258705]","[1620864000000, 1839147507.9693968]","[1620864000000, 385994815.71324503]"
50,basic-attention-token,"[1620950400000, 1.1910396409961193]","[1620950400000, 1774560608.313774]","[1620950400000, 431305052.3772272]"
51,basic-attention-token,"[1621036800000, 1.2177514515419756]","[1621036800000, 1818204769.667074]","[1621036800000, 395765290.5024515]"
52,basic-attention-token,"[1621123200000, 1.135244366404224]","[1621123200000, 1695599401.3957531]","[1621123200000, 451533763.2839165]"
53,basic-attention-token,"[1621209600000, 1.1413878805896807]","[1621209600000, 1707437664.5193563]","[1621209600000, 454231564.1768107]"
54,basic-attention-token,"[1621296000000, 1.053100053140157]","[1621296000000, 1588158915.0953817]","[1621296000000, 349280565.14527255]"
55,basic-attention-token,"[1621382400000, 1.1058398894787949]","[1621382400000, 1634386268.2884734]","[1621382400000, 293945970.0804929]"
56,basic-attention-token,"[1621468800000, 0.7624813885885758]","[1621468800000, 1140619646.9324274]","[1621468800000, 471437726.8068241]"
57,basic-attention-token,"[1621555200000, 0.8713562548425614]","[1621555200000, 1298391259.5434957]","[1621555200000, 339372525.37921554]"
58,basic-attention-token,"[1621641600000, 0.74562083929175]","[1621641600000, 1119763025.6799257]","[1621641600000, 278390539.08914775]"
59,basic-attention-token,"[1621728000000, 0.6820732463576971]","[1621728000000, 1019574914.0481412]","[1621728000000, 230827384.29968047]"
60,basic-attention-token,"[1621814400000, 0.5635115927700892]","[1621814400000, 837634512.5747517]","[1621814400000, 288552575.69361883]"
61,basic-attention-token,"[1621900800000, 0.7227947780536734]","[1621900800000, 1082670204.9689934]","[1621900800000, 301714883.3368882]"
62,basic-attention-token,"[1621987200000, 0.7336527023338318]","[1621987200000, 1100675490.6670396]","[1621987200000, 197400315.55317125]"
63,basic-attention-token,"[1622073600000, 0.8817400592325036]","[1622073600000, 1310999632.831246]","[1622073600000, 253486938.9132504]"
64,basic-attention-token,"[1622160000000, 0.8419579715505088]","[1622160000000, 1259554522.7106378]","[1622160000000, 285610639.7387951]"
65,basic-attention-token,"[1622246400000, 0.7498469519468913]","[1622246400000, 1121043453.4633758]","[1622246400000, 212945221.51992062]"
66,basic-attention-token,"[1622332800000, 0.6858800471820005]","[1622332800000, 1029490030.9273092]","[1622332800000, 173838236.00208512]"
67,basic-attention-token,"[1622419200000, 0.7025789085661729]","[1622419200000, 1050617897.9835466]","[1622419200000, 143636125.7108237]"
68,basic-attention-token,"[1622505600000, 0.7667113898740066]","[1622505600000, 1147011640.423024]","[1622505600000, 156751979.86101177]"
69,basic-attention-token,"[1622592000000, 0.7482906844483613]","[1622592000000, 1123330249.053045]","[1622592000000, 147371999.5873093]"
70,basic-attention-token,"[1622678400000, 0.8028911034334538]","[1622678400000, 1199843828.16051]","[1622678400000, 203747395.83724776]"
71,basic-attention-token,"[1622764800000, 0.8330612809433884]","[1622764800000, 1246410259.8022795]","[1622764800000, 158855687.0629149]"
72,basic-attention-token,"[1622851200000, 0.7627285187887575]","[1622851200000, 1143997678.914829]","[1622851200000, 173921485.029182]"
73,basic-attention-token,"[1622937600000, 0.74728944142278]","[1622937600000, 1117789105.3962557]","[1622937600000, 164772953.07977313]"
74,basic-attention-token,"[1623024000000, 0.760356339897795]","[1623024000000, 1137884569.3275323]","[1623024000000, 134623712.66728655]"
75,basic-attention-token,"[1623110400000, 0.6904864224616909]","[1623110400000, 1045527920.0441958]","[1623110400000, 140813020.7785768]"
76,basic-attention-token,"[1623196800000, 0.67412261174417]","[1623196800000, 1011435070.1841136]","[1623196800000, 143153182.49626014]"
77,basic-attention-token,"[1623283200000, 0.701382796878666]","[1623283200000, 1050890765.3066801]","[1623283200000, 144189614.9393595]"
78,basic-attention-token,"[1623369600000, 0.667068326650138]","[1623369600000, 999058031.1494625]","[1623369600000, 100880823.64220943]"
79,basic-attention-token,"[1623456000000, 0.6461542929834708]","[1623456000000, 962677720.6064888]","[1623456000000, 149203118.56312254]"
80,basic-attention-token,"[1623542400000, 0.6203482579540468]","[1623542400000, 934279278.9074831]","[1623542400000, 123449907.20654455]"
81,basic-attention-token,"[1623628800000, 0.6507375957767599]","[1623628800000, 969476236.8271064]","[1623628800000, 109400185.91144589]"
82,basic-attention-token,"[1623715200000, 0.6717234912292867]","[1623715200000, 1002319474.294515]","[1623715200000, 122386803.26491037]"
83,basic-attention-token,"[1623801600000, 0.6934926776828851]","[1623801600000, 1039045817.2913823]","[1623801600000, 160547413.05354747]"
84,basic-attention-token,"[1623888000000, 0.6535535286957411]","[1623888000000, 977738813.1651381]","[1623888000000, 97531237.49373887]"
85,basic-attention-token,"[1623974400000, 0.6603211010268035]","[1623974400000, 982899816.3371831]","[1623974400000, 81035094.69204655]"
86,basic-attention-token,"[1624060800000, 0.6118591485002538]","[1624060800000, 917047573.1813089]","[1624060800000, 85446861.35748798]"
87,basic-attention-token,"[1624147200000, 0.5976951205165917]","[1624147200000, 896242391.9462827]","[1624147200000, 61711119.958723105]"
88,basic-attention-token,"[1624233600000, 0.6021716392681198]","[1624233600000, 901917162.0771582]","[1624233600000, 87870349.84370789]"
89,basic-attention-token,"[1624320000000, 0.515539846328734]","[1624320000000, 779006750.089576]","[1624320000000, 113798166.96207584]"
90,basic-attention-token,"[1624406400000, 0.48170734491240874]","[1624406400000, 718308843.2630991]","[1624406400000, 144925785.61631]"
91,basic-attention-token,"[1624492800000, 0.550120354308103]","[1624492800000, 824246746.039708]","[1624492800000, 91609303.91916007]"
92,basic-attention-token,"[1624579200000, 0.5709817509002084]","[1624579200000, 855705702.8834078]","[1624579200000, 68307215.87453717]"
0,bitcoin-gold,"[1616630400000, 31.323438965610258]","[1616630400000, 549706543.9990028]","[1616630400000, 59488870.10087677]"
1,bitcoin-gold,"[1616716800000, 29.852043563369453]","[1616716800000, 522579931.1289196]","[1616716800000, 21875300.165389482]"
2,bitcoin-gold,"[1616803200000, 32.1302076768376]","[1616803200000, 564597565.3016753]","[1616803200000, 18325199.851408765]"
3,bitcoin-gold,"[1616889600000, 33.30491547057898]","[1616889600000, 585616312.9347876]","[1616889600000, 28879775.374556627]"
4,bitcoin-gold,"[1616976000000, 32.81864256113507]","[1616976000000, 573954950.0207759]","[1616976000000, 17363341.039707813]"
5,bitcoin-gold,"[1617062400000, 34.53923249946652]","[1617062400000, 604608940.1033411]","[1617062400000, 19380472.06562517]"
6,bitcoin-gold,"[1617148800000, 36.16389819259803]","[1617148800000, 633629052.2891394]","[1617148800000, 23418044.38181766]"
7,bitcoin-gold,"[1617235200000, 39.027735386088466]","[1617235200000, 682757071.5885583]","[1617235200000, 29104547.688140217]"
8,bitcoin-gold,"[1617321600000, 38.708862041181256]","[1617321600000, 677659710.863704]","[1617321600000, 19235159.866403677]"
9,bitcoin-gold,"[1617408000000, 39.08120310817515]","[1617408000000, 684104270.1577028]","[1617408000000, 19423250.164897848]"
10,bitcoin-gold,"[1617494400000, 37.35641185726655]","[1617494400000, 653087790.2337908]","[1617494400000, 28347265.558229193]"
11,bitcoin-gold,"[1617580800000, 41.061694720542576]","[1617580800000, 721523413.7427286]","[1617580800000, 42517387.25850571]"
12,bitcoin-gold,"[1617667200000, 48.04612207306267]","[1617667200000, 842489457.0338243]","[1617667200000, 61882906.23620476]"
13,bitcoin-gold,"[1617753600000, 70.14714760802906]","[1617753600000, 1212992510.2193546]","[1617753600000, 183681170.16348353]"
14,bitcoin-gold,"[1617840000000, 82.38947128422866]","[1617840000000, 1431709021.5102887]","[1617840000000, 261679611.790873]"
15,bitcoin-gold,"[1617926400000, 101.07201360920779]","[1617926400000, 1753677193.3564699]","[1617926400000, 182752754.13735282]"
16,bitcoin-gold,"[1618012800000, 102.12763619334237]","[1618012800000, 1781355573.9941533]","[1618012800000, 179933628.2725734]"
17,bitcoin-gold,"[1618099200000, 107.49837786779148]","[1618099200000, 1882023779.2827675]","[1618099200000, 132303453.88084894]"
18,bitcoin-gold,"[1618185600000, 113.04246768192034]","[1618185600000, 1979051058.382583]","[1618185600000, 95614772.92103134]"
19,bitcoin-gold,"[1618272000000, 105.17531749177316]","[1618272000000, 1839219044.4026208]","[1618272000000, 78124157.83228917]"
20,bitcoin-gold,"[1618358400000, 110.9823454988313]","[1618358400000, 1942897681.1669593]","[1618358400000, 147755740.90558207]"
21,bitcoin-gold,"[1618444800000, 107.72836440642982]","[1618444800000, 1880484490.2718651]","[1618444800000, 66841540.40880216]"
22,bitcoin-gold,"[1618531200000, 106.30414474564526]","[1618531200000, 1861162888.6281693]","[1618531200000, 39269705.47894544]"
23,bitcoin-gold,"[1618617600000, 114.11235583077116]","[1618617600000, 2007778097.0046842]","[1618617600000, 128386925.3022448]"
24,bitcoin-gold,"[1618704000000, 108.76613659497595]","[1618704000000, 1909157988.760243]","[1618704000000, 96007860.18854296]"
25,bitcoin-gold,"[1618790400000, 95.075356078624]","[1618790400000, 1668128981.4795153]","[1618790400000, 128695732.94837007]"
26,bitcoin-gold,"[1618876800000, 88.71870176315362]","[1618876800000, 1563200176.8135276]","[1618876800000, 102361053.95860371]"
27,bitcoin-gold,"[1618963200000, 94.26578958610361]","[1618963200000, 1662466878.8535817]","[1618963200000, 76983760.98198918]"
28,bitcoin-gold,"[1619049600000, 86.34139422921253]","[1619049600000, 1525993165.8602238]","[1619049600000, 57083488.92218958]"
29,bitcoin-gold,"[1619136000000, 77.24527557648287]","[1619136000000, 1332414091.4532354]","[1619136000000, 244263418.63197914]"
30,bitcoin-gold,"[1619222400000, 88.67809751591795]","[1619222400000, 1553116220.7628996]","[1619222400000, 1900657249.3995378]"
31,bitcoin-gold,"[1619308800000, 78.42776490732987]","[1619308800000, 1393077777.424936]","[1619308800000, 164577914.1282072]"
32,bitcoin-gold,"[1619395200000, 75.11008798047804]","[1619395200000, 1320702672.419434]","[1619395200000, 70566002.6819153]"
33,bitcoin-gold,"[1619481600000, 87.58344653509738]","[1619481600000, 1533898524.0260782]","[1619481600000, 126019717.13605024]"
34,bitcoin-gold,"[1619568000000, 90.23325887028444]","[1619568000000, 1580443265.4942498]","[1619568000000, 120054251.29676127]"
35,bitcoin-gold,"[1619654400000, 92.96791415840364]","[1619654400000, 1626711688.7386544]","[1619654400000, 126296701.54155147]"
36,bitcoin-gold,"[1619740800000, 89.43919192519026]","[1619740800000, 1566431209.9991958]","[1619740800000, 76855806.74164438]"
37,bitcoin-gold,"[1619827200000, 92.0655939676993]","[1619827200000, 1614448068.8822992]","[1619827200000, 54180628.073019706]"
38,bitcoin-gold,"[1619913600000, 94.97791364907269]","[1619913600000, 1662120168.530116]","[1619913600000, 27490864.342940737]"
39,bitcoin-gold,"[1620000000000, 93.03385907749433]","[1620000000000, 1628431971.562411]","[1620000000000, 25233577.23594668]"
40,bitcoin-gold,"[1620086400000, 96.54648331440038]","[1620086400000, 1692725338.9336762]","[1620086400000, 48438781.0348564]"
41,bitcoin-gold,"[1620172800000, 106.412594457702]","[1620172800000, 1868632935.6813302]","[1620172800000, 116970241.04544343]"
42,bitcoin-gold,"[1620259200000, 134.76609460611414]","[1620259200000, 2345276169.768255]","[1620259200000, 178370089.7467453]"
43,bitcoin-gold,"[1620345600000, 139.63174708277674]","[1620345600000, 2435637948.2632875]","[1620345600000, 394274729.318315]"
44,bitcoin-gold,"[1620432000000, 128.76485491903463]","[1620432000000, 2372510721.61377]","[1620432000000, 221659107.9963676]"
45,bitcoin-gold,"[1620518400000, 131.01973776760934]","[1620518400000, 2301980884.1913643]","[1620518400000, 72571366.2737344]"
46,bitcoin-gold,"[1620604800000, 125.3342779015726]","[1620604800000, 2195095017.763022]","[1620604800000, 43885441.59360205]"
47,bitcoin-gold,"[1620691200000, 111.76070778465677]","[1620691200000, 1959424152.8897367]","[1620691200000, 42608646.42795888]"
48,bitcoin-gold,"[1620777600000, 118.7912616646914]","[1620777600000, 2060413187.6715746]","[1620777600000, 54494191.29398986]"
49,bitcoin-gold,"[1620864000000, 99.82082848250089]","[1620864000000, 1748254403.659556]","[1620864000000, 149623483.6932916]"
50,bitcoin-gold,"[1620950400000, 92.7018707578231]","[1620950400000, 1622780710.8306742]","[1620950400000, 51949304.21907138]"
51,bitcoin-gold,"[1621036800000, 102.62559874297217]","[1621036800000, 1786728576.5675075]","[1621036800000, 45633306.956840344]"
52,bitcoin-gold,"[1621123200000, 94.3476440252054]","[1621123200000, 1651613802.4319386]","[1621123200000, 33467444.658616744]"
53,bitcoin-gold,"[1621209600000, 94.01799582350242]","[1621209600000, 1640726389.034407]","[1621209600000, 26545289.837790996]"
54,bitcoin-gold,"[1621296000000, 92.32062297820536]","[1621296000000, 1632139730.4461677]","[1621296000000, 152071775.3041206]"
55,bitcoin-gold,"[1621382400000, 87.62219178689777]","[1621382400000, 1528946246.3081567]","[1621382400000, 24555656.144931648]"
56,bitcoin-gold,"[1621468800000, 67.37935979803078]","[1621468800000, 1179306418.7302315]","[1621468800000, 163535238.21031007]"
57,bitcoin-gold,"[1621555200000, 68.24641707000254]","[1621555200000, 1188470769.76175]","[1621555200000, 37887076.36918324]"
58,bitcoin-gold,"[1621641600000, 60.5593932093933]","[1621641600000, 1053986412.0790964]","[1621641600000, 27699922.896062184]"
59,bitcoin-gold,"[1621728000000, 55.34518397768004]","[1621728000000, 968481294.6014045]","[1621728000000, 24264877.829111535]"
60,bitcoin-gold,"[1621814400000, 53.01508410625601]","[1621814400000, 899626278.1685258]","[1621814400000, 143785231.8069237]"
61,bitcoin-gold,"[1621900800000, 65.2361946981396]","[1621900800000, 1115927723.6039646]","[1621900800000, 99912839.66668192]"
62,bitcoin-gold,"[1621987200000, 62.69088198124431]","[1621987200000, 1100479878.728877]","[1621987200000, 29943172.086945232]"
63,bitcoin-gold,"[1622073600000, 66.82452444416475]","[1622073600000, 1181606595.2507155]","[1622073600000, 17174480.849543527]"
64,bitcoin-gold,"[1622160000000, 66.49157431209079]","[1622160000000, 1164342130.6683626]","[1622160000000, 18798361.421326764]"
65,bitcoin-gold,"[1622246400000, 58.42087390418673]","[1622246400000, 1038401253.7197237]","[1622246400000, 19492417.163552843]"
66,bitcoin-gold,"[1622332800000, 59.717954399771756]","[1622332800000, 994576707.2541149]","[1622332800000, 52402555.72667211]"
67,bitcoin-gold,"[1622419200000, 56.895170931507984]","[1622419200000, 996550460.0734235]","[1622419200000, 14547838.386272471]"
